ResponseTime,Availability,Throughput,Successability,Reliability,Compliance,BestPractices,Latency,ServiceName
197.07,26,5.2,26,53,100,66,27.27,ReviewRequestManager
267.8,99,4,100,73,100,84,41.2,fconsenseService
139.2,40,5.5,40,60,78,54,18.38,Lists
131,19,4.8,20,67,89,72,3,RenderService
159.62,34,0.9,35,78,89,89,3,IntegrationService
253,86,7.2,86,73,78,80,108.5,ConcertWebService
249,85,24.9,95,83,89,91,1,SoapingService
2808.33,87,2.3,95,73,78,80,0.5,DataTypes
106,86,17.6,95,73,78,62,18.91,SkyNodeWS
140,86,8.3,86,73,78,84,2,XmlDailyFact
1817,71,2.7,71,73,78,75,68.5,wsDomainDoctor
443.4,95,1.6,98,67,100,82,40.8,fpromlkService
241.8,94,13.6,98,73,100,84,7.8,msbarService
355,85,2,95,50,100,72,145,hmomentService
267,94,1.8,98,58,100,75,7.4,bananaService
305.7,86,5.5,86,53,89,66,91.18,AnalysisWSAppLabImplService
246.43,85,9.7,95,53,89,66,39.73,AnalysisWSAppLabImplService
261,100,12.8,100,73,100,84,8.6,twofeatService
230.48,82,8.3,83,53,89,66,57.44,AnalysisWSGowlabImplService
220.6,93,2.4,98,73,100,84,6,seqmatchallService
1422,90,3.6,90,73,78,84,19,WSBlastpgpService
356.96,85,2.2,85,53,89,66,133.7,AnalysisWSAppLabImplService
277.6,93,2.3,98,50,100,72,44.4,pepwindowService
246.53,88,6.8,89,53,89,66,63.45,nucleic_cpg_islands__newcpgseekService
147,94,27,98,89,78,93,3,eUtilsService
227.2,86,2.4,95,73,100,84,6.8,wordcountService
375.78,83,1.3,84,53,89,66,126.87,AnalysisWSAppLabImplService
1510.33,82,3.2,83,73,78,84,19.66,WSMafftService
329.13,85,0.4,85,53,89,66,139.74,AnalysisWSAppLabImplService
1347.91,88,2.6,88,73,78,84,28.55,WSWUBlastService
277.35,86,6.3,86,53,89,66,79.26,AnalysisWSAppLabImplService
258.2,91,13.6,97,58,100,75,6.8,dotpathService
251.8,93,2.1,98,50,100,72,33,tcodeService
223.6,92,14.6,97,73,100,84,8.8,fuzztranService
144.29,76,3,76,60,89,69,9.72,WSDBFetchServerLegacyService
287.04,84,1.6,85,53,89,66,99.04,AnalysisWSAppLabImplService
300.61,85,4.8,86,53,89,66,105.78,AnalysisWSAppLabImplService
221,99,14.8,100,73,100,84,8,trimestService
268.2,91,1.8,97,67,100,82,38,biosedService
275.8,100,1.9,100,67,100,82,45.8,est2genomeService
266.8,92,2,97,58,100,75,8,plotorfService
163,83,20.4,84,73,78,84,5,eFetchService
276.6,93,2.3,98,73,100,84,5.8,fuzzproService
250,92,13.8,97,73,100,84,9.4,est2genomeService
299,85,3.5,86,53,89,66,104.96,AnalysisWSAppLabImplService
271,93,3.9,98,73,100,84,44.6,ftreedistService
383.25,94,6.1,98,73,89,75,46.75,whatizit
280.39,86,6.4,86,53,89,66,88.78,AnalysisWSAppLabImplService
262,85,1.7,95,73,100,84,7.2,maskseqService
232.2,87,2.2,95,73,100,84,7.8,equicktandemService
132.18,13,9,14,33,78,59,6.57,msd_soap_service
244.2,85,2.2,95,67,100,82,30.4,sigscanService
249.2,92,1.6,97,67,100,82,40,tranalignService
275.87,85,6.5,86,53,89,66,74.44,AnalysisWSAppLabImplService
218.2,93,2.4,98,73,78,84,6.8,domainsweepService
194.8,92,1.8,97,73,100,84,5.2,degapseqService
263.8,94,2.3,98,50,100,72,40.6,bananaService
265,93,2.6,98,67,100,82,41.4,seqmatchallService
262.8,85,2.7,95,67,100,82,41,newcpgseekService
277.96,85,3.8,86,53,89,66,84.39,AnalysisWSAppLabImplService
303.74,85,4.5,86,53,89,66,110.44,AnalysisWSAppLabImplService
225,100,1.9,100,58,100,75,5.8,pepnetService
324.8,86,12.4,95,73,100,84,9.6,restoverService
347.2,85,1.9,95,58,100,75,8.8,plotconService
342.43,85,5.4,86,53,89,66,147.47,AnalysisWSAppLabImplService
402,92,10.7,97,58,100,75,10,prettyplotService
234.2,94,2.6,98,73,100,84,5.6,geeceeService
359.61,85,1.1,86,53,89,66,110.48,AnalysisWSAppLabImplService
283,71,6.5,71,53,89,66,66.35,AnalysisWSAppLabImplService
713.2,99,7.9,100,58,100,75,15.8,abiviewService
259.4,85,1.9,95,67,100,82,33.8,emowseService
260.6,94,1.8,98,67,100,82,45.8,degapseqService
277,86,4.4,95,73,100,84,44.6,frestdistService
330.2,85,2.1,95,67,100,82,46.8,fdnacompService
271.4,92,4.2,97,73,100,84,41.6,roconService
300.8,86,2.2,95,73,100,84,6.4,caiService
393.35,86,1.2,86,53,89,66,123.13,AnalysisWSAppLabImplService
287.26,86,5.1,86,53,89,66,96.56,AnalysisWSAppLabImplService
401.2,92,3.2,97,73,100,84,51.2,fdollopService
404,93,1.5,98,67,100,82,42.4,fseqbootService
243.6,85,1.9,95,73,100,84,7,helixturnhelixService
489.8,94,3.4,98,73,100,80,6.6,mwcontamService
270.2,86,4.3,95,73,100,84,44.8,ehmmfetchService
265,85,13.6,95,67,100,82,42.6,remapService
447.4,86,9.4,95,73,100,84,12.6,showseqService
406,86,3,95,73,100,84,47,fpennyService
334.43,84,1.4,84,53,89,66,114.43,AnalysisWSAppLabImplService
302.3,85,3.4,85,53,89,66,115.43,AnalysisWSAppLabImplService
463.6,94,2.1,98,73,100,84,23.2,cuspService
251.4,93,2.1,98,67,100,82,40.6,pepcoilService
347,95,1.2,98,67,100,82,43.4,ememeService
294.04,85,5.2,86,53,89,66,92.56,AnalysisWSAppLabImplService
283.17,84,2.6,85,53,89,66,101.56,AnalysisWSAppLabImplService
437.8,95,10.4,98,73,100,84,12.6,needleService
325.6,86,12,95,73,100,84,10.6,sirnaService
232.2,85,1.8,95,73,78,84,5.8,twodsweepService
242,87,2.8,95,73,100,84,6.2,psiphiService
273.2,86,1.8,95,58,100,75,8.2,isochoreService
260.6,93,2.1,98,67,100,82,39,prophetService
251.4,87,1.5,95,58,100,75,7.4,tcodeService
255.4,94,2.3,98,67,100,82,40,sigcleaveService
3288,18,1.3,19,67,89,72,2.96,MiriamProviderService
267.43,86,5.7,87,53,89,66,77.39,AnalysisWSAppLabImplService
328,94,12.3,98,73,100,84,10.6,listorService
386,96,2,99,67,100,82,45.4,prophecyService
1075.2,90,3.4,90,73,100,84,142.6,wossnameService
257.2,87,1.7,95,58,100,75,8.4,wobbleService
293.09,86,5.1,87,53,89,66,90.87,AnalysisWSAppLabImplService
270.4,87,2.4,96,67,100,82,52.6,wordcountService
308,85,2.8,85,53,89,66,93.74,AnalysisWSAppLabImplService
2324.27,93,1.6,93,60,78,74,1591.09,pbx
164,100,7.3,100,73,100,84,48.25,GetOrderInfo
434.67,69,0.6,69,73,100,80,1.67,MESAClaimsService
579.58,98,1.2,98,60,100,72,106.15,eBayAPIInterfaceService
335.3,85,2.4,86,53,89,66,100.3,AnalysisWSAppLabImplService
315.72,92,6.5,97,72,78,86,10.4,PDCWebService
231.6,96,14,99,73,100,84,10.6,est2genomeService
2262.33,63,2.9,63,73,89,75,5.66,GeoCode_Service
237.8,97,1.2,99,73,100,84,10.4,profitService
359.13,85,1.1,86,53,89,66,116.56,AnalysisWSAppLabImplService
64.28,80,9.1,81,67,100,77,5.78,AWSECommerceService
236,83,17.2,84,89,78,93,7,codeService
490.23,88,5.8,96,60,78,79,1.08,XigniteChart
159.5,98,2.8,100,73,78,80,16.5,BSXMLAddressSearch
161,100,12.5,100,73,100,80,5,RightNeighboursService
365.5,61,2.1,62,73,67,84,101.6,TheHolyBible
105.43,87,1.2,95,73,100,80,5.57,MyAmazonPlus
1275.25,56,3,57,67,89,72,88.75,KpiReport
239.6,92,12.2,97,73,100,75,16,ServicioOnix
232.83,46,4.9,47,78,89,89,11,SesameService
789,84,2.5,84,67,78,72,608,PrixElementPrestaServiceProxy
248,95,23.8,98,73,89,62,1,UpsValidation
235.25,94,8.1,98,73,78,80,93.5,WSDLInteropTestDocLitService
268.11,96,8.3,99,67,78,58,0.72,zbozi
183.28,57,7.3,59,67,89,77,35.5,CRA_clima_GSRad
141.25,59,0.8,59,53,89,66,34.25,PropertyInformation
125.88,69,10.5,70,73,78,80,66.88,ImgCutout
859,92,16.2,97,73,100,84,2,WebSearchWS
217.05,91,7.3,91,67,100,77,28,AWSECommerceService
478.5,99,8.4,100,42,89,62,7,RepositoryInformation
155,72,15,72,89,78,95,3,marketService
1336.75,47,3,48,67,89,72,41.5,Webservices.nl
223.5,86,15.7,95,73,100,84,37.5,Tools
66,83,25.1,84,73,78,80,3,SOAPReceive
432,86,8.8,95,80,100,86,1.29,Glide
853.6,88,6.1,96,60,78,74,55.2,ConfigEditingService
349.22,36,6.8,37,73,78,83,4.11,Dispenser
215.2,56,1,57,60,78,79,9.2,ILohn2004service
344.82,59,5.4,60,67,89,77,17.64,ContactServiceNoHeader
217.2,90,0.8,97,58,100,75,9.6,iepService
133.67,92,6.9,97,73,78,84,7.67,GoogleSearchService
2150,83,7.4,84,73,89,84,7,RandomGoogleSearchService
201.4,87,0.7,95,73,100,84,8,seqretService
219.2,94,1.1,98,73,100,84,8.4,revseqService
68.88,17,4.3,18,60,78,79,5.76,AmazonSearchService
69.71,89,3.5,96,80,100,83,0.42,ProductInfo
3273.75,84,1.6,85,73,78,88,11.13,OTNDeptEmp
149.46,93,10.7,98,67,100,77,6.43,EcMSoapBridgeService
176.25,89,7.1,90,80,89,83,39.5,WSDLInteropTestDocLitService
69.33,95,19.4,99,67,78,77,25.22,BlogService
61.42,79,8.9,80,67,100,77,5.37,AWSECommerceService
100.14,92,3.2,97,80,100,87,7.71,pinger
227,83,23.9,84,50,89,66,111,AddressBookService
88,83,28.2,84,89,89,93,3,learn
365.5,79,2.5,79,73,78,84,18.25,SearchDnevnikSi
133.04,17,3.5,17,42,100,69,20,SforceService
180.59,95,11.8,98,67,78,82,35.71,erez3
193.33,94,4.3,98,83,89,91,123.22,ClusterfastaService
111,96,5.4,99,58,89,80,2.75,UpdateService
115,97,6.9,99,73,78,84,8,GoogleSearchService
451,64,2.3,64,60,100,79,287.33,NamespaceManager
116,98,16.7,100,67,78,77,1.33,XigniteNote
257.67,88,8.9,88,67,78,72,16.67,RNAhybridImplementationService
150.91,86,13.5,95,67,78,77,4.18,Main
1674,55,0.8,56,67,78,85,1005.4,TargetServiceBinding
283,87,21.1,95,60,78,69,30,etrayService
181.7,34,3.5,34,73,78,84,41.7,AAIService
62.75,56,7.8,56,83,89,91,2.25,MulttestService
438.78,89,8.4,96,67,78,77,0.67,XigniteMetals
349.58,66,2.3,66,80,89,83,36.58,Service
256.96,85,4.5,86,53,89,66,81,AnalysisWSAppLabImplService
118,92,27.4,97,58,100,80,3,Compound2
237.5,72,12.7,72,78,89,89,4,Wsession
241.2,99,0.9,100,58,100,75,7.8,pepwindowallService
352,83,11.6,84,73,89,62,156,NRA_x0020_ILA_x0020_News_x0020_and_x0020_Updates_x0020_Syndication
327,72,4.4,72,67,89,72,14,ndfdXML
512.25,92,6.8,93,80,78,83,46.37,ExchangeRates
486,94,3.1,98,73,78,84,1,TaricCZ
238.4,95,1.3,98,73,100,84,9.2,einvertedService
2911.29,17,1.4,18,67,89,72,17.04,Service
261.2,90,1.5,97,50,100,72,51.6,freakService
370.25,67,5.4,68,73,67,84,19.75,Service
146,63,10.5,63,73,78,75,5.67,Footprinting
296.57,85,2.7,85,53,89,66,95.09,AnalysisWSAppLabImplService
154.5,100,12.2,100,73,100,80,5,FrequenciesService
69,83,23.4,84,78,89,89,2,SecureLogin
221,87,25.9,95,73,100,84,1,UpdatePerson
102.5,96,3.2,99,80,78,87,42.5,ccydemo
438,98,10,100,73,78,84,61,WebService
135,83,20.6,84,67,89,72,21,echoService
70.75,56,8.3,56,83,89,91,7.5,GeneidmapService
299.2,100,1.4,100,67,100,82,41.8,infoalignService
112.33,86,1.7,95,73,78,62,1,ASPFAQs
153,96,6.3,99,73,78,84,99,SdssCutout
251.5,86,12.7,86,67,89,72,77,jobsService
122,39,1.1,39,33,78,71,7.85,InteropServiceAService
157.5,46,5.6,47,73,89,84,12.33,Euro42
164.8,90,5.1,91,73,78,84,30.4,SoapTest
1418.2,80,3.5,81,73,78,84,43,WSDaliLiteService
251.8,100,2.5,100,73,100,84,46,vrnadistanceService
423.17,86,6.2,95,60,78,74,141.95,XigniteRealTime
665.5,85,2.1,95,73,100,80,29.38,rt_info
313.6,92,11.7,97,58,100,75,9,polydotService
84,91,30.9,97,73,89,62,21,Service1
231.4,99,1.5,100,73,100,84,6.8,biosedService
105.56,92,14.6,97,73,78,80,0.67,DOTSAddressValidate
136,56,5.3,57,50,89,66,7,UpdateService
144.83,91,4,92,67,78,66,6.5,DimeInterop
120,85,34.4,95,83,89,91,1,EmptySA
665.67,63,7.7,63,89,100,93,9.34,QuranService
793.17,48,1.7,48,67,89,72,2.34,DirSrvService
101.33,63,4,64,73,100,80,2.66,WS4lsqlService
269.5,86,11.8,95,73,89,62,62.5,InstantOrder
210.6,88,0.7,96,73,100,84,6.6,biosedService
199.2,87,8.6,95,67,78,77,23.75,Tiscali_x0020_UMS_x0020_Accounting_x0020_Services
166,89,7,90,80,89,83,43.75,WSDLInteropTestDocLitService
112,83,26.1,84,83,89,91,8,BNQuoteService
141.5,93,15.9,98,50,78,66,11.38,Service
146.33,100,6.9,100,73,78,84,8,GoogleSearchService
220.75,56,6.3,57,58,78,80,57.25,WhiteMesaSoap12AddTestSvc
282.43,85,12.4,95,73,78,84,10.43,CreditCardValidator
146.8,93,1.1,98,73,78,80,1,SmsService
234.4,98,2.7,100,67,100,82,26.6,newcpgreportService
134,97,29.9,99,73,78,84,10,WSDLInteropTestListService
171,83,20.1,84,83,89,91,3,LittServiceService
143.25,79,1.8,79,73,78,84,78,CustomFieldResponseWS
78,100,35.3,100,67,78,72,1,CogoService
202.17,46,4.9,47,73,78,75,3,toi-wetter
960.29,32,3.1,33,60,78,79,865.29,interopLabEchoHeader
321.71,86,4.5,95,73,78,84,76.42,clover
1212.2,90,4.5,90,60,78,69,70.8,Schedule
214,67,8.5,68,73,78,84,116.6,AddressVerifier
280.17,85,3.9,86,53,89,66,97.74,AnalysisWSAppLabImplService
484.5,79,7.6,79,73,100,84,186,DailyDilbert
529,95,3.1,99,73,78,62,15,IAAUtilities
687,94,15.6,98,73,100,84,200,registration
221.11,43,0.7,43,73,89,75,2.55,MNOAccessService
223.6,95,14.6,99,73,100,84,9.4,splitterService
82,72,13.8,72,67,89,72,4.5,GeocodeService
174.5,99,2.5,100,80,78,87,1,TNM_Elevation_Service
341,100,23.6,100,73,100,80,20,DownloadService
222.4,94,1.7,98,73,100,84,5.6,maskfeatService
1939.79,35,1.1,36,67,78,82,1839.43,InteropDef
255,86,19.5,87,83,89,91,11,ExPtLinkSampleService
206,98,2.1,100,67,89,82,10.25,SendSmsService
230.4,100,14.5,100,58,100,75,11.4,dotpathService
236.6,94,2.3,98,73,100,84,4.6,prophetService
314.5,96,14.1,99,73,100,84,30,ServiceCategory
300.5,72,11.8,72,83,89,91,7.5,SPS
192.67,63,10.5,63,42,100,69,4.67,RetsinfoService
252.33,100,10.8,100,50,100,62,6.44,ServiceTransfert
131.38,99,15.4,100,60,89,69,12.19,MainService
145,85,6.8,95,73,78,84,9,GoogleSearchService
399.75,56,5,57,67,89,72,85.75,L9C_BC
603.54,31,1.7,32,78,78,91,130.85,XWeb1003Port
803,83,1.2,84,83,89,91,445,Test Response Service
223.2,89,2.2,96,73,100,84,6.2,sigcleaveService
121.2,55,1,55,50,78,66,5,Service
151,89,1.9,96,60,100,74,45.33,FrenchAddressVerification
192,91,5.1,97,60,100,79,62.5,PhoneNumberEnhancement
102,90,2.5,97,67,100,82,1,TaxData
500.75,56,4.7,57,73,89,75,84.75,EchoHeadersService
196,83,32.8,84,83,89,91,3,GetOwamp
229.4,99,13.7,100,73,100,84,8.6,twofeatService
141,92,1.4,97,73,78,84,1,DOTSNameWizard
244.17,99,3.7,100,80,100,83,1,JIPComuniService
943.5,77,4.4,77,73,67,84,88,getGeoInfo
130.67,100,6.9,100,73,78,84,10,GoogleSearchService
1400,78,4.3,79,73,78,84,22.25,WSKalignService
121.15,88,6.4,89,67,100,77,8.2,AWSECommerceService
1840,90,8.7,97,73,78,80,26,Statistics
143.65,19,4.1,19,60,78,79,9.69,AmazonSearchService
272.3,35,2.7,35,73,67,84,2.8,SearchService
141.5,93,17.6,98,67,100,83,12,Compound1
260.69,78,4.7,78,67,78,84,27.46,HotelFunctionsService
243,88,13.8,96,73,100,84,10.2,diffseqService
379,63,5.6,63,73,78,88,18.67,OTNHelloWorld
208.6,88,1.2,96,73,100,84,8.6,pscanService
308.5,56,6.2,56,83,89,91,7.25,Fasta
254.4,98,1.3,99,67,100,82,35.6,listorService
1516.67,91,2.7,91,73,78,84,48.17,WSFastaService
397,88,1.4,89,60,100,74,169.67,SIMPS
148.33,92,2,97,73,78,80,1.66,Inbound
387,83,22.6,84,83,89,91,1,ServicioSuma
100,94,21.8,98,73,100,87,2,FlightInformation
214.75,57,1.3,58,67,89,72,147.25,PlaceFinder
508.94,96,6.7,99,67,100,77,14.63,TerraService
490,98,12,100,73,89,62,140,IT_x0040_Service_x0020_Webservices
114,97,15.7,99,73,89,62,50.5,UserService
857,83,6.4,84,73,100,87,3,CounterDeleteInformationWS
765,99,16.5,100,73,100,80,6,SnowReport
241,100,24.6,100,83,89,91,8,InterTranService
307.6,94,0.9,98,67,100,82,42.4,showalignService
198,96,22.4,99,73,100,84,2,SendEmailService
366,88,8.3,88,73,100,84,52,ITranslateSvc
105.6,100,19.2,100,73,78,84,0.6,DOTSEmailValidate
368.5,85,3.7,95,67,78,82,19,WebServiceAuthenticator
136.86,87,1.8,96,67,100,82,1.15,XWebBlog
353.17,66,2.3,66,80,89,83,42.84,Service
481.33,88,0.8,96,67,78,82,1,XigniteDataSet
86.75,94,23,98,73,78,80,18.75,SdssFields
84.71,18,4.8,19,72,89,86,2.92,InTouchService
162,100,12.4,100,73,100,80,5,ServiceOverviewService
86.5,57,1.5,58,67,78,72,1.25,com.starwood.corona.apps.wdc.AirKiosk
246.4,87,0.8,95,73,100,84,5.6,backtranseqService
2967.75,56,2.4,58,83,89,91,4.25,PimlService
104.6,89,19.1,96,73,78,84,1,DOTSCrypto
251.38,70,1.9,71,67,89,82,0.88,AccountEventHandler
102.5,89,3.1,96,80,78,87,47.5,ccydemo
491,91,4.2,97,73,100,80,23.5,LandmarkService
70.62,18,4.3,18,60,78,79,3.97,AmazonSearchService
48.15,60,5.2,60,60,89,69,2.03,DGV_SCADA
368,61,1,62,53,89,66,202.82,Climate Data
134.75,96,7.5,99,80,89,83,2.5,WSDLInteropTestDocLitService
181.36,98,12.6,99,73,100,84,17.63,ManageLoginsAndRanges
219,97,21.9,99,80,100,87,23,checkVatService
379.5,88,14.8,96,73,100,80,137.5,FlightRouteService
234.6,50,10,51,83,89,91,3.4,Guthrie
152.07,95,12.8,99,53,100,66,33.14,EdgarInformation
190.17,73,2.6,74,73,89,80,19.67,ServicioGeocodificacion
564,83,13.7,84,89,100,93,122,imageConvert
287.07,94,8.3,98,67,89,58,11.36,Public
276,99,14.5,100,80,89,65,70,IT_x0040_Service_x0020_Webservices
492.13,88,6.8,96,60,78,74,1.33,XigniteVWAP
179.5,98,8,100,80,100,87,0.5,iMobilWS
1442.86,87,2.9,95,73,78,84,46.72,WSMaxsproutService
151.85,12,6.5,12,53,78,66,3.85,Registre
128.8,98,11.6,97,73,100,84,4.39,VTServiceProxy
160.67,73,7.5,74,73,89,84,6,rshare
232,85,12.8,95,78,78,91,5,PegsTourService
261.62,21,1.5,21,53,78,66,14.12,SABLEModelServerRPCService
199,94,10.1,98,73,78,84,39,sample
76.88,92,17.4,97,60,89,54,26.47,CasJobs
231.8,87,1.1,95,73,100,84,9.2,cpgreportService
423,63,5.4,63,73,89,62,16.67,GeocodeService
351,83,17,84,83,89,91,13,Directory
133,83,14.3,84,73,78,84,18,BlogReaderService
95,83,24.1,84,73,78,80,3,SOAPReceive
135.25,78,3.4,79,73,78,84,1.5,AccountServices
1042.17,82,3.1,83,73,78,84,56,WSInterProScanService
133.67,96,8.7,99,73,78,80,0.67,WSDLInteropTestDocLitParameters
224.2,95,14.3,98,73,100,84,10.4,getorfService
1859.64,96,2.6,99,60,78,79,16.07,Service
234,87,1.1,95,67,100,82,14,racer
380.83,91,6.6,91,73,78,80,163.5,Northwind
357.57,28,1,30,67,89,72,233,AccountInfo
471.5,56,3.2,57,73,89,62,5.75,FindService
678.5,86,1.7,87,67,78,82,2.5,VSOiService
204,86,7.1,86,73,67,88,3,DataSetService
174.67,85,11.1,95,58,89,80,1,GetSubjectElement
177,100,6.9,100,73,78,84,7.33,GoogleSearchService
201.5,99,1,100,73,78,84,46,periodictable
414,86,10.5,86,73,89,84,74.5,ClientInformation
227.4,89,1.1,96,73,100,84,7.6,palindromeService
975.9,59,2.7,60,67,89,77,372.67,ScheduleFileWebService
627,83,12.8,84,78,89,89,541,SoapResponder
231.2,95,1.2,98,73,100,84,10.2,marscanService
163.25,87,1.7,95,73,100,80,0.25,BirdwellMusicServices
320.8,69,1.5,70,73,67,84,31.5,ServicioNomenclator
234.12,70,2.9,71,73,67,80,61.5,World_x0020_Time_x0020_Service
203.5,86,16.2,95,58,100,69,0.5,EnumFetchService
164,94,13.6,98,73,78,80,22.29,Context
108,83,26.2,84,83,89,91,7,TemperatureService
181.5,71,1.5,72,67,89,72,9,AccountService
585.4,51,2,52,73,78,84,398.4,SQLDataInterop
141.33,94,6.9,98,73,78,84,7.33,GoogleSearchService
194.17,73,6.5,74,73,89,84,13.5,Service
130.5,86,7.9,86,73,78,84,2,SportingGoodsFinder
173,100,18.3,100,73,100,80,27,WSCitationImplService
315,91,12.7,97,73,100,84,10.6,vectorstripService
119,72,10.6,72,80,89,83,15,FileTransferService
112.77,91,14.9,97,60,100,74,22.08,Service1
142.5,92,1.4,97,73,78,84,1.5,DOTSNameWizard
211,83,13.7,84,67,89,72,28,wsdl
256.6,99,0.8,100,67,100,82,40.6,splitterService
1664.62,42,1,43,83,89,91,1337,ARSA
2697.14,89,1.4,96,67,78,82,26.28,wsReqSender
174.5,72,13.3,72,83,89,91,3.5,B2BXMLOrders
177,88,18.5,96,73,78,80,11,K4TAirReservationsWS
234,87,15.4,96,73,100,80,2,HOSTSupplierContainerRunService
191.33,95,1.5,98,73,78,84,0.66,ExternalCAP
264,94,0.4,98,73,100,80,13,EMSFlightMonitorService
103.4,85,18.8,95,73,78,80,0.4,DOTSFastTax
205.12,100,12.3,100,67,78,77,0.62,wsRegistriCertificati
420.67,63,9.2,63,80,100,87,91.34,hellowsdl3
107.4,85,19,95,73,78,80,0.8,DOTSGeoPhone
127.33,100,6.9,100,73,78,84,8.66,GoogleSearchService
325.3,86,1.4,87,53,89,66,91.52,AnalysisWSAppLabImplService
361.33,63,7.6,63,83,89,91,11.66,sms
546.33,98,1.5,100,73,78,62,14.66,Teletekst
340.2,97,1.2,99,67,100,82,39.6,supermatcherService
97.73,97,13.3,99,60,67,74,4.46,BlueLMSWS
226.58,90,7.2,91,67,100,77,37.37,AWSECommerceService
164,86,3.4,95,73,78,84,54.5,AustralianPostCode
177.5,94,14.6,98,67,89,58,25.8,UserService
322.65,95,7.6,99,60,78,74,0.75,XigniteSecurity
227.8,100,14.6,100,73,100,84,11.6,notseqService
446,98,6.7,98,60,78,74,22.87,XigniteFunds
134.83,99,2.4,100,58,67,75,25.16,DimeInterop
111.5,72,21.3,72,73,100,84,1,GetInfoByNameService
604.33,63,6.8,63,67,78,72,6.66,BankServiceService
1733.09,97,2.8,99,73,89,62,11.36,SmsTransfer
134.33,97,6.9,99,73,78,84,8.66,GoogleSearchService
166.43,65,2,66,80,89,87,10.93,TimeService
278,97,9.6,99,73,100,84,54,weasel
168,83,21.6,84,78,89,89,5,IDutchservice
137.33,61,8.7,61,73,67,80,27.61,WebStoreAdminService
243.07,89,4.6,89,53,89,66,59.53,edit__descseqService
424.83,46,3.7,46,73,89,84,20.83,ServerExampleService
324.5,95,3.9,99,73,78,75,68,SeikaCodePublish
122.73,94,12.5,94,73,78,62,62.55,SkyNodeWS
125.33,94,7.9,98,73,78,84,10.33,GoogleSearchService
111.67,85,7.4,95,73,78,84,9,GoogleSearchService
133,100,7.7,100,60,89,69,48.25,QueryServiceService
114.25,92,8.2,97,80,89,83,2.5,WSDLInteropTestDocLitService
329.7,85,1.8,86,53,89,66,84.48,AnalysisWSAppLabImplService
133.5,90,5.4,97,73,100,80,20,Pickup
124,92,7.6,97,73,78,84,9.33,GoogleSearchService
2252,83,1.3,84,73,89,75,981,kalendar
271.6,97,11.8,99,67,100,72,23.2,PaSSAPI
287.36,89,9.7,96,73,100,80,6.27,BibShareSearchEngine
122,98,5.7,100,73,78,84,2,PeReverseAniService
151.5,90,12.6,96,67,100,82,1,CaribbeanT
300.2,89,2.4,96,73,100,84,49.4,ehmmcalibrateService
112.5,86,15.5,86,73,89,84,65,FpMLConversion
64.4,95,4.1,99,73,100,80,9,SMSMessagingService
300.96,85,3.2,85,53,89,66,85.26,AnalysisWSAppLabImplService
200.6,56,9,56,67,89,77,28.9,WebSystemService
298.2,85,12.5,95,73,100,84,8,supermatcherService
525.5,94,3.4,94,67,67,84,5.6,NetworkNode
142.17,46,5.8,47,73,89,84,5.5,Celsius42
128.75,70,6.6,70,73,89,84,5.37,MathService
165,92,25.6,97,89,78,93,1,eUtilsService
233.5,68,3.2,68,73,89,75,4,CheckAuthorizationService
3567,93,5.6,98,80,100,87,39,TWebService1
200.2,92,1,97,73,78,84,8.2,protsweepService
223.4,100,13.7,100,73,100,84,9.2,showfeatService
64,93,9.9,98,80,78,65,2,categoryfeatures
64.75,57,1.4,59,67,100,77,2.25,FaxMessagingService
251,86,2.6,87,73,78,80,143,CupScores
107,91,36.9,97,83,89,91,3,EmptySA
292.7,85,1.9,86,53,89,66,85.83,AnalysisWSAppLabImplService
222,92,1.6,97,58,100,75,9,pepwindowService
406.25,91,1.7,97,73,78,84,205.75,devCadastro
563.5,90,4.3,97,72,78,89,50.33,gmews
878.5,67,4,68,73,78,87,5.75,SumibiConvertService
837,72,6.8,72,67,89,72,135.5,ndfdXML
1512.25,78,3.8,79,73,78,84,20,WSScanPSService
190.33,75,7.6,76,67,78,72,18,Gameshop
150.25,78,10.7,78,73,89,84,3.75,StateDemo
157.2,90,17.3,97,73,78,62,48.8,GBSCTHolidayService
114.83,89,18.5,96,73,100,80,31.66,Shipment
568.6,54,1.3,54,67,89,72,404.6,Query
110,83,21.6,84,67,89,72,5,HashProviderService
494.8,97,9.6,99,73,100,84,10.2,emmaService
202.04,97,9.9,99,60,89,74,6.92,DocApi
252.59,57,4.8,58,67,78,82,50.59,StockQuotes
439.4,88,9.4,96,73,100,84,10,eprimer3Service
280.7,85,4.2,86,53,89,66,64.96,AnalysisWSAppLabImplService
46,72,15.4,72,73,78,84,3,XarayaSoap
296,74,2.2,75,73,89,80,18,XfccBasic
311,83,15.2,84,60,89,69,7,remoteQuery
289.75,39,2.7,39,78,78,91,28.5,CUCTransaction
266.4,95,1,99,73,100,84,8.4,newcpgreportService
220.2,87,1,95,73,100,84,7.2,pepcoilService
1479,96,7.5,99,73,78,84,2,BEP
396.4,88,1.6,96,73,100,84,34.2,emastService
546.4,91,1.1,91,73,100,84,25.6,wossnameService
413,83,17.8,84,78,89,89,10,sbp
168.17,93,14.2,98,73,78,62,18.5,Html2XmlServices
517,83,14.5,84,83,89,91,375,EmptySA
96,83,21,84,73,100,80,3,Batch_Transfer
252,93,0.7,98,67,100,82,39.6,backtranambigService
253.83,13,7,13,67,89,84,5.92,OnlineMessenger
141,100,9.5,100,73,78,84,9,GoogleSearchService
